CONTESTO,FRASE,REF,ORIGINALE,TRADUZIONE AUTOMATICA DEEPL,REF,ACCORDO,,,,,https://github.com/amazon-science/machine-translation-gender-eval/blob/main/data/context/geneval-context-wikiprofessions-2to1-dev.en_de.en#L3
"Following the incident, he sat as an independent member of the House of Commons, and asked to be recognized as an Independent Conservative. <sep> ","Later, upon being found not guilty for refusing to provide a breath sample, the presiding judge determined the politician was cautious about the request but did not purposefully delay or refuse.",M,"Später, als er wegen der Verweigerung einer Atemprobe für nicht schuldig befunden wurde, stellte der Vorsitzende Richter fest, dass der Politiker bei der Aufforderung zurückhaltend war, aber nicht absichtlich verzögert oder verweigert hat.","Später, als er für nicht schuldig befunden wurde, weil er sich weigerte, eine Atemprobe abzugeben, stellte der vorsitzende Richter fest, dass der Politiker zwar vorsichtig mit der Aufforderung umgegangen war, aber nicht absichtlich verzögert oder verweigert hatte.",M,Y,,,,,
"In 2000, he was the first to win to this debut prize again, but this time under his heteronym Marek van der Jagt, for the novel De geschiedenis van mijn kaalheid (The Story of My Baldness). <sep> ",Grunberg is a prolific and versatile writer.,M,Grunberg ist ein produktiver und vielseitiger Schriftsteller.,Grunberg ist ein produktiver und vielseitiger Schriftsteller.,M,Y,,,,,
"Among his many public lectures, Smythe gave several to the Royal Geographical Society, his first in 1931 titled Explorations in Garhwal around Kamet and his second in 1947 titled An Expedition to the Lloyd George Mountains, North-East British Columbia. <sep> ",Smythe was a prodigious writer and produced many popular books.,M,"Smythe war ein hervorragender Schriftsteller, er schrieb zahlreiche bekannte Bücher.",Smythe war ein hervorragender Schriftsteller und hat viele populäre Bücher geschrieben.,M,Y,,,,,
"In spite of his short stature and slight build, President McLean was an athlete and hero to most of the student athletes at the school. <sep> ",Professor McLean was generous in extending financial aid to students.,M,Professor McLean war großzügig bei der Vergabe von Verlängerungen der finanziellen Unterstützung für Studenten.,Professor McLean war großzügig bei der Gewährung finanzieller Unterstützung für Studenten.,M,Y,,,,,
"Because of his victories, his subordinates (mostly Belarusian, Cossack, and Polish volunteers) nicknamed him ataman, though some preferred to use the term Bat'ko – father. <sep> ",Bułak-Bałachowicz became the military administrator of Pskov.,M,Bułak-Bałachowicz wurde Militärverwalter von Pskov.,Bułak-Bałachowicz wurde Militärverwalter von Pskow.,M,Y,,,,,
"Lehane returned as a writer for the fourth season in 2006 and wrote the teleplay for the episode Refugees, from a story he co-wrote with producer Ed Burns. <sep> ",Lehane served as a writer for the fifth and final season in 2008 and was credited with the episode Clarifications.,M,Lehane arbeitete 2008 in der fünften und sechsten Saison als Autor und ihm wurde die Episode Clarifications zugeschrieben.,"Lehane war als Autor für die fünfte und letzte Staffel im Jahr 2008 tätig und schrieb die Episode ""Clarifications"".",M,Y,,,,,
"He held various positions of power including vice president of the United Nations Organization for the Development of Industry in 1995, vice president of the United Nations Commission for the peaceful uses of the cosmic space from 1995 to 1997, the chairman of the Working Group of the General Conference of the International Atomic Energy Agency from 1996 to 1997, vice president and president of the United Nations Commission on International Trade Law from 1998 to 2000, member of the International Diplomatic Academy in 2002. <sep> ","Presently, Mazilu holds a position as a Professor consultant at Bucharest University and the author of several books.
",M,Gegenwärtig hat Mazilu die Stelle eines beratenden Professors an der Universität Bukarest inne und ist Autor mehrerer Bücher.,"Derzeit ist Mazilu als Professor und Berater an der Universität Bukarest tätig und Autor mehrerer Bücher.
",M,Y,,,,,
Received a title of People's Artist of Russia and was nicknamed the Godfather of the Russian piano school. <sep> ,Naumov was a professor of piano at the Moscow Tchaikovsky Conservatory and a jury member in many international competitions.,M,Naumow war Klavierprofessor am Moskauer Tschaikowski-Konservatorium und Jurymitglied bei zahlreichen internationalen Wettbewerben.,Naumov war Professor für Klavier am Moskauer Tschaikowsky-Konservatorium und Jurymitglied bei zahlreichen internationalen Wettbewerben.,M,Y,,,,,
"In 1817, Daukantas applied for a Candidate of Philosophy degree, but was rejected because he did not provide required certificates and did not complete a thesis. <sep> ",These studies could secure a more promising career as a judge or a government official.,M,Diese Studien könnten eine vielversprechende Karriere als Richter oder Regierungsbeamter ermöglichen.,Diese Studien könnten ihm eine vielversprechende Karriere als Richter oder Regierungsbeamter sichern.,M,Y,,,,,
"Pearlman was the Schulich Distinguished Chair of music at McGill University in Montreal, specializing in the programs in music theory, sound recording and music technology; he later served as Centenary Fellow at the McLuhan Center for Culture and Technology at the University of Toronto, where he co-taught a course on Digital Media Distribution. <sep> ","As a Professor and as a public speaker, Pearlman lectured on the architecture of the music industry, strategies for re-monetizing music downloads, and the history and future of music.",M,"Als Professor und öffentlicher Redner, hielt Pearlman Vorlesungen über die Architektur der Musikindustrie, Strategien für die Re-Monetarisierung von Musik-Downloads und die Geschichte und Zukunft der Musik.","Als Professor und öffentlicher Redner hielt Pearlman Vorträge über die Architektur der Musikindustrie, Strategien zur Wiedereinführung von Musikdownloads sowie über die Geschichte und Zukunft der Musik.",M,Y,,,,,
"The publication (1710) of engravings based on these drawings made Nattier famous, but he declined to proceed to the French Academy in Rome, though he had taken the first prize at the Paris Academy at the age of fifteen. <sep> ",Nattier aspired to be a history painter.,M,Nattier strebte eine Tätigkeit als Historienmaler an.,"Nattier strebte danach, Geschichtsmaler zu werden.",M,Y,,,,,
"After graduation, he became an assistant athletic director under Lynn St. <sep> ","As assistant athletic director, Trautman was instrumental in helping to establish the Ohio Relays.",M,"Trautman hatte als stellvertretender sportlicher Leiter eine Schlüsselrolle dabei, die Staffelläufe von Ohio zu etablieren.",Als stellvertretender Sportdirektor war Trautman maßgeblich an der Gründung der Ohio-Staffeln beteiligt.,M,Y,,,,,
After Sonko obtained his master's degree he attended the National School of Administration and Judiciary (ENAM). <sep> ,Sonko spent 15 years of service as a tax specialist.,M,Sonko war 15 Jahre lang als Steuerfachmann tätig.,Sonko war 15 Jahre lang als Steuerexperte tätig.,M,Y,,,,,
"In 2002 he described the effect of the editorship on his life: It cost me many thousand hours of unpaid labour, a hideous character assassination in Private Eye, three lawsuits, two interrogations, one expulsion, the loss of a university career in Britain, unendingly contemptuous reviews, Tory suspicion, and the hatred of decent liberals everywhere. <sep> ",The 1980s established Scruton as a prolific writer.,M,In der 1980er Jahren etablierte sich Scrunton als erfolgreicher Schriftsteller.,In den 1980er Jahren etablierte sich Scruton als produktiver Schriftsteller.,M,Y,,,,,
"The idea for a single archive to preserve the records of New York City's vibrant trade union movement was first advanced in the early 1970s by Stephen Charney Vladeck, son of Socialist trade union activist Baruch Charney Vladeck. <sep> ","Vladeck, a prominent labor lawyer, was concerned about inadequate scholarship and teaching about the history of the labor movement and saw the need for establishment of a central repository for historical documents.",M,Vladeck war ein prominenter Anwalt für Arbeitsrecht und war besorgt über ein ungenügendes Maß an Forschung und Lehre über die Geschichte der Arbeiterbewegung. Er hielt daher die Einrichtung einer zentralen Sammelstelle für historische Dokumente für notwendig.,"Vladeck, ein prominenter Anwalt für Arbeitsrecht, war besorgt über die unzureichende wissenschaftliche Forschung und Lehre über die Geschichte der Arbeiterbewegung und sah die Notwendigkeit, ein zentrales Archiv für historische Dokumente einzurichten.",M,Y,,,,,
"He attained his bachelor's degree in biology from the University of Kansas in 1984 and went on to receive his Ph.D. at the University of Miami in 1991, studying under herpetologist Jay M. Savage. <sep> ","Slowinski was a founder of the first online herpetological journal, Contemporary Herpetology, and served as its editor-in-chief.",M,"Slowinski war Mitbegründer des ersten Online-Journals über Herpetologie, Contemporary Herpetology, und fungierte als sein leitender Redakteur.","Slowinski war einer der Gründer der ersten Online-Zeitschrift für Herpetologie, Contemporary Herpetology, und fungierte als deren Chefredakteur.",M,Y,,,,,
"Ian Boothby (born June 8, 1967) is a multiple Shuster Award, Harvey Award and Eisner Award nominee and an Eisner Award–winning comic book creator best known for his work as the lead writer on Simpsons Comics and Futurama Comics for Matt Groening's Bongo Comics. <sep> ",Boothby has written more Simpsons Comics issues than any other writer.,M,"Boothby hat mehr Ausgaben von Simpson Comics geschrieben, als jeder andere Autor.",Boothby hat mehr Ausgaben der Simpsons Comics geschrieben als jeder andere Autor.,M,Y,,,,,
"As a teenager in 1954, Toole made his first trip out of Louisiana to Philadelphia, New York City, and Washington, D.C. on a field trip. <sep> ","Toole became the editor of the news section of the school newspaper, and maintained high marks throughout high school.",M,Toole wurde Redakteur des Nachrichtenteils der Schulzeitung und hatte auf der Highschool durchweg gute Noten.,Toole wurde Redakteur des Nachrichtenteils der Schülerzeitung und erhielt während der gesamten High School gute Noten.,M,Y,,,,,
"In the fall of 1836, he moved to Corunna in what was to become Shiawassee County. <sep> ","This area at that time was mostly wilderness, and when it was organized into a county in 1837, Parsons was elected the county's first clerk at the age of nineteen.",M,"Dieses Gebiet war damals zum Großteil unberührt, und als es 1837 zu einem County wurde, wurde Parsons im Alter von neunzehn Jahren zum ersten Beamten des Countys.","Dieses Gebiet war damals größtenteils Wildnis, und als es 1837 zu einem Landkreis wurde, wurde Parsons im Alter von neunzehn Jahren zum ersten Sekretär des Landkreises gewählt.",M,Y,,,,,
The couple married in 1975 after Miyuki divorced her ex-husband. <sep> ,Hatoyama worked as assistant professor (1976–1981) at Tokyo Institute of Technology and later transferred to Senshu University as associate professor (1981–1984).,F,Hatoyama war Juniorprofessorin am Tokyo Institute of Technology (1976–1981) und wechselte später als außerordentliche Professorin an die Senshu University (1981-1984).,Hatoyama arbeitete als Assistenzprofessor (1976-1981) am Tokyo Institute of Technology und wechselte später als außerordentlicher Professor (1981-1984) an die Senshu University.,M,N,,,,,
Gómez cites the support of Jenny Harrison and Donald Sarason for encouraging her to form relationships with mathematicians outside of UC Berkeley. <sep> ,Gómez was an assistant professor of mathematics at Middlebury College.,F,Gómez war Juniorprofessorin für Mathematik am Middlebury College.,Gómez war Assistenzprofessor für Mathematik am Middlebury College.,M,N,,,,,
"In 1976 she cofounded the journal Computers in Industry, serving as the editor-in-chief until 1991. <sep> ","From 1976 to 1994, Karlmark founded and was editor-in-chief of Computers in Industry, an international journal of computer applications in industry.",F,"Karlmark war Gründerin und von 1976 bis 1994 Chefredakteurin von Computers in Industry, einer internationalen Zeitschrift für Computeranwendungen in der Industrie.","Von 1976 bis 1994 war Karlmark Gründer und Chefredakteur von Computers in Industry, einer internationalen Zeitschrift für Computeranwendungen in der Industrie.",M,N,,,,,
The doctor arrives and takes the stranger's temperature with her thermometer. <sep> ,The doctor thinks that the thermometer is broken.,F,"Die Ärztin glaubt, dass das Thermometer kaputt ist.","Der Arzt glaubt, dass das Thermometer kaputt ist.",M,N,,,,,
"Her stormy marriages, her romances with famous stars, her forays into politics and feminist causes kept her name before the public. <sep> ",That led to a second career as a writer.,F,Das führte zu einer zweiten Karriere als Schriftstellerin.,Dies führte zu einer zweiten Karriere als Schriftsteller.,M,N,,,,,
"This worked continued until 1955, when she took up a post at Grosvenor Museum, Chester. <sep> ",Pirie was appointed Assistant Curator at the Grosvenor Museum in 1955.,F,Pirie wurde 1955 Assistenzkuratorin am Grosvenor Museum.,Pirie wurde 1955 zum Assistenzkurator am Grosvenor Museum ernannt.,M,N,,,,,
"In 2002, she sent it unsolicited to the small, San Francisco-based publisher MacAdam/Cage, where it reached Anika Streitfeld. <sep> ","Streitfeld, who became Niffenegger's editor, thought it was incredible.",F,"Streitfeld, die Niffeneggers Lektorin wurde, hielt es für großartig.","Streitfeld, der Niffeneggers Lektor wurde, fand das unglaublich.",M,N,,,,,
The women's 4 × 182 metres relay event at the 1968 European Indoor Games was held on 10 March in Madrid. <sep> ,Each athlete ran one lap of the 182 metres track.,F,Jede Athletin lief eine Runde auf der 182-Meter-Bahn.,Jeder Athlet lief eine Runde auf der 182 Meter langen Strecke.,M,N,,,,,
"She also appeared as herself in The Many Women of Fassbinder (1997), Midnight Journal (1990), Sophia: Ieri, oggi, domani (2007), Kulturzeit (2012), and Tutte le storie di Piera (2013). <sep> ",Maraini is a prolific and well-known writer who continues to produce works today.,F,"Maraini ist eine erfolgreiche und bekannte Schriftstellerin, die bis heute Werke verfasst.","Maraini ist ein produktiver und bekannter Schriftsteller, der auch heute noch Werke verfasst.",M,N,,,,,
She also dubbed the singing voices of Ariel in Disney's The Little Mermaid and Esmeralda in The Hunchback of Notre Dame for German-speaking audiences. <sep> ,"A painter in the neoclassical style, Lemper's paintings have been showcased in numerous galleries.",F,Als Malerin des neoklassischen Stils wurden ihre Gemälde in zahlreichen Galerien ausgestellt.,Als Maler im neoklassischen Stil wurden Lempers Gemälde in zahlreichen Galerien ausgestellt.,M,N,,,,,
The Sisters of St. <sep> ,"They are chaplains, foster parents, and pastoral ministers; they include a lawyer, drug and alcohol interventionists, counselors, retreat directors, and college professors.",F,"Sie sind Priesterinnen, Pflegemütter und Seelsorgerinnen, darunter sind auch Anwältinnen, Drogen- und Alkoholberaterinnen, Therapeutinnen, Anleiterinnen für Exerzitien und College-Professorinnen.","Sie sind Kapläne, Pflegeeltern und Seelsorger; sie sind Anwälte, Drogen- und Alkoholtherapeuten, Berater, Leiter von Exerzitien und Hochschulprofessoren.",M,N,,,,,
"She became the EIC's music director in 2006, the first woman to hold the post, and served as the EIC's music director until 2013. <sep> ",Mälkki is known as a specialist in contemporary music.,F,Mälkki ist als Expertin für Neue Musik bekannt.,Mälkki ist als Spezialist für zeitgenössische Musik bekannt.,M,N,,,,,
Critics saw the character as being a degradation for Barrett compared to her first character. <sep> ,"While the position of nurse was seen as a stereotype, the character's promotion to doctor was praised.",F,"Während die Rolle als Krankenschwester für Stereotyp gehalten wurde, erhielt die Beförderung der Figur zur Ärztin Lob.","Während die Position der Krankenschwester als Stereotyp angesehen wurde, wurde die Beförderung der Figur zum Arzt gelobt.",N/D,A,,,,,
"In the section named Its Evidences Unreliable of her work Christianity, Besant presents the case of why the Gospels are not authentic: before about A.D. 180 there is no trace of FOUR gospels among the Christians. <sep> ","Besides being a prolific writer, Besant was a practised stump orator who gave sixty-six public lectures in one year.",F,"Besant war nicht nur eine erfolgreiche Schriftstellerin, sondern auch eine geübte Rednerin, die innerhalb eines Jahres sechsundsechzig Vorträge hielt.","Besant war nicht nur ein produktiver Schriftsteller, sondern auch ein geübter Redner, der in einem Jahr sechsundsechzig öffentliche Vorträge hielt.",M,N,,,,,
"She has a plaque in Richmond parish church, which calls her simply Miss Braddon. <sep> ","Braddon was a prolific writer, producing more than 80 novels with inventive plots.",F,"Braddon war eine erfolgreiche Schriftstellerin, die über 80 Romane mit originellen Handlungssträngen schrieb.","Braddon war ein produktiver Schriftsteller, der mehr als 80 Romane mit einfallsreichen Plots schrieb.",M,N,,,,,
"Her family settled in North York, Ontario, where she grew up and developed her passion for hockey, often playing goal for her brothers on outdoor rinks. <sep> ","A gifted athlete, Heaney also played Gaelic football, soccer, fastball and in-line hockey.",F,"Heany war eine talentierte Athletin, die außerdem auch Gaelic Football, Fußball, Fastball und Inline-Hockey spielte.","Heaney war ein begnadeter Sportler und spielte auch Gaelic Football, Fußball, Fastball und Inline-Hockey.",M,N,,,,,
"From 1959 to 1960, she directed a survey of the Cataloging-in-Source experiment conducted by the Library of Congress; though her 1960 report was pessimistic about the possibility of a national project which would provide cataloging within published books, it was the prelude to the successful 1971 introduction of the Cataloging in Publication program. <sep> ",Piercy served as the editor of the Journal of Cataloging and Classification from 1950 to 1956.,F,Von 1950 bis 1956 war Piercy Herausgeberin des Journal of Cataloging and Classification.,Piercy war von 1950 bis 1956 Herausgeber des Journal of Cataloging and Classification.,M,N,,,,,
"In the coming years O'Keeffe would spend much of her time painting in New Mexico, while Stieglitz rarely left New York except for summers at his father's family estate in Lake George in the Adirondacks, his favorite vacation place. <sep> ",O'Keeffe later said Stieglitz was a hypochondriac and couldn't be more than 50 miles from a doctor.,F,"O'Keeffe sagte später: ""Stieglitz war eine Hypochonderin und konnte nicht weiter als 50 Meter von einem Arzt entfernt bleiben.""","O'Keeffe sagte später, Stieglitz sei ein Hypochonder und könne nicht weiter als 50 Meilen von einem Arzt entfernt sein.",M,N,,,,,
"The player assumes the role of a knife thrower, and must throw knives at balloons on a rotating wheel with a female assistant strapped to it. <sep> ","The assistant is not a target, and will scream if hit, as well as the screen getting covered in blood.",F,"Die Assistentin stellt dabei nicht das Ziel dar, aber sie schreit, wenn sie getroffen wird und auf dem Bildschirm erscheint Blut.","Die Assistentin ist keine Zielscheibe und wird schreien, wenn sie getroffen wird, und auch der Bildschirm wird mit Blut bedeckt.",F,Y,,,,,
"This occurred even as the editors at Century's Magazine sneered, They got a girl to write the Life of Lincoln. <sep> ",It was at this time that Tarbell decided to be a writer and not an editor.,F,"Zu dieser Zeit entschied sich Tarbell dafür, Schriftstellerin und nicht Redakteurin zu werden.","Zu diesem Zeitpunkt beschloss Tarbell, Schriftsteller und nicht Redakteur zu werden.",M,N,,,,,
The women's 4 × 170 metres relay event at the 1973 European Athletics Indoor Championships was held on 10 March in Rotterdam. <sep> ,Each athlete ran one lap of the 170 metres track.,F,Jede Athletin lief eine Runde auf der 170-Meter-Bahn.,Jeder Athlet lief eine Runde auf der 170-Meter-Bahn.,M,N,,,,,
"Born in Brooklyn and raised on Long Island, she earned a bachelor of science in Education from Hofstra University in 1965; master's degree in Educational Psychology from Columbia University in 1972; Ed.M. in Learning and Reading Disabilities from Columbia University in 1975; and Ed.D. in Special Education <sep> ","Kaufman has taught learning-disabled children and worked as a school psychologist, learning disabilities specialist, university professor, and founder-director of several psychoeducational clinics.",F,"Kaufman hat Kinder mit Lernbehinderungen unterrichtet und war als Schulpsychologin, Expertin für Lernbehinderungen, Universitätsprofessorin und Gründerin und Leiterin mehrerer psychopädagogischer Kliniken tätig.","Kaufman hat lernbehinderte Kinder unterrichtet und als Schulpsychologe, Spezialist für Lernbehinderungen, Universitätsprofessor und Gründer und Leiter mehrerer psychoedukativer Kliniken gearbeitet.",M,N,,,,,
She then moved on to Simon Fraser University where she graduated with her doctorate in educational psychology and the Dean's Medal for a 4.33 cumulative grade point average. <sep> ,"While a doctoral student, Muis served on the Provincial Degree Program Review Committee and served as a research assistant.",F,"Als Muis Doktorandin war, war sie Mitglied des Provincial Degree Program Review Committee und arbeitete als Forschungsassistentin.",Während seines Doktoratsstudiums war Muis Mitglied des Provincial Degree Program Review Committee und diente als wissenschaftlicher Mitarbeiter.,M,N,,,,,
"Didrikson's first job after high school was as a secretary for the Employers' Casualty Insurance Company of Dallas, though she was employed only in order to play basketball as an amateur on the company's industrial team, the Golden Cyclones. <sep> ","Despite leading the team to an AAU Basketball Championship in 1931, Didrikson had first achieved wider attention as a track and field athlete.",F,"Obwohl Didrikson dem Team 1931 zur AAU-Basketballmeisterschaft verhalf, erlangte sie erst als Leichtathletin größere Aufmerksamkeit.","Obwohl er das Team 1931 zu einer AAU-Basketballmeisterschaft führte, erlangte Didrikson zunächst als Leichtathlet größere Aufmerksamkeit.",M,N,,,,,
Her first international tournament was Asian Football Confederation Women's Championship 2001 held in Chinese Taipei when she was only 17 years. <sep> ,"As a coach, Maymol and an AFC ‘A’ Coaching Certificate and is also an instructor for the AIFF ‘D’ License Instructors Course.",F,Als Trainerin hat Maymol ein AFC-Trainerzertifikat und ist außerdem Ausbilderin für AIFF-D-Lizenzkurse.,Als Trainer hat Maymol ein AFC-Coaching-Zertifikat und ist außerdem Ausbilder für den AIFF-D-Lizenz-Ausbilderkurs.,M,N,,,,,
Radack believes the OIG agent pressured her employer to fire her. <sep> ,"The firm was initially supportive, but after it obtained phone records of calls between Newsweek writer Isikoff and the firm's office showing that Radack appeared to be the leaker of government emails, that changed.",F,"Zunächst unterstütze das Unternehmen Radack, doch nachdem es Telefonaufzeichnungen von Gesprächen zwischen dem Newsweek-Autor Isikoff und dem Büro des Unternehmens erhalten hatte, die zeigten, dass sie offenbar die Regierungs-E-Mails leakte, änderte sich das.","Die Firma unterstützte den Fall zunächst, doch nachdem sie Telefonaufzeichnungen von Gesprächen zwischen Newsweek-Autor Isikoff und dem Büro der Firma erhalten hatte, aus denen hervorging, dass Radack offenbar der Verräter der Regierungs-E-Mails war, änderte sich dies.",M,N,,,,,
A strip of wood is pushed beneath her waist in line with the saw. <sep> ,The saw visibly passes through the assistant and generally sounds like it is sawing through something.,F,"Die Säge durchdringt sichtbar die Assistentin und es klingt auch so, als würde sie durch etwas durchsägen.","Die Säge geht sichtbar durch den Assistenten hindurch und klingt im Allgemeinen so, als würde sie etwas durchsägen.",M,N,,,,,
Her articles drove circulation at McClure’s Magazine and The American Magazine and many of her books were popular with the general American public. <sep> ,"After a successful career as both writer and editor for McClure’s Magazine, Tarbell left with several other editors to buy and publish The American Magazine.",F,"Nach einer erfolgreichen Karriere sowohl als Schriftstellerin, als auch als Editorin für McClures Magazine, gingen Tarbell und andere Editoren und kauften The American Magazine.","Nach einer erfolgreichen Karriere als Autor und Redakteur bei McClure's Magazine verließ Tarbell mit mehreren anderen Redakteuren das Unternehmen, um The American Magazine zu kaufen und zu veröffentlichen.",M,N,,,,,
She acquired her PhD in law at Queen Mary University of London in 2011 for a thesis on the United Nations Human Rights Council. <sep> ,"Freedman was a senior lecturer at the University of Birmingham from 2014 to 2016 before becoming professor of law, conflict, and global development at the University of Reading in 2016.",F,"Freedman arbeitete von 2014 bis 2016 als Hochschuldozentin an der University of Birmingham, bevor sie 2016 als Professorin für Recht, Konflikte und globale Entwicklung an die University of Reading wechselte.","Freedman war von 2014 bis 2016 Senior Lecturer an der University of Birmingham, bevor er 2016 Professor für Recht, Konflikte und globale Entwicklung an der University of Reading wurde.",M,N,,,,,
She believed that truth could be captured in the careful crafting of language and that no human experience was beyond the power of language. <sep> ,Molinaro was also a painter in the style of the Haitian primitives.,F,Molinaro war außerdem Malerin und nahm sich primitive haitianische Kunst zum Vorbild.,Molinaro war auch ein Maler im Stil der haitianischen Primitiven.,M,N,,,,,
"Serrano has won her last two world title defenses, both decisions, one in ten rounds in Las Vegas and another one, a six-round win in Phoenix. <sep> ",Serrano is also a lawyer.,F,Serrano ist außerdem Anwältin.,Serrano ist ebenfalls Jurist.,M,N,,,,,
"She also taught preschool in Queens, New York. <sep> ","Maloney began working as an assistant coach for the University of New Hampshire gymnastics team in the 2010-11 season.
",F,Maloney begann in der Saison 2010-11 als Co-Trainerin des Gymnastikteams der University of New Hampshire zu arbeiten.,"Maloney begann in der Saison 2010/11 als Assistenztrainer für das Gymnastikteam der University of New Hampshire zu arbeiten.
",M,N,,,,,
"Although being uncredited, Ari Lennox said Deante' Hitchcock, Vincent Berry, and Yung Baby Tate helped write her verse for the song. <sep> ",The writer continued to mention that it is a nice balance and shows that Revenge of The Dreamers is cooking up an album that will have a little something for everyone.,F,"Die Autorin fuhr fort und erwähnte, dass es eine gute Mischung ist und zeigt, dass Revenge of The Dreamers an einem Album arbeitet, das für jeden etwas haben wird.","Der Autor fuhr fort zu erwähnen, dass es eine schöne Balance ist und zeigt, dass Revenge of The Dreamers ein Album ausarbeitet, das für jeden etwas bereithält.",M,N,,,,,
"She's a television character, and I'm an actress playing a hospital administrator, and I don't want to be in frumpy clothes. <sep> ",I want to be a hot hospital administrator.,F,Ich möchte eine heiße Krankenhausleiterin sein.,Ich möchte ein heißer Krankenhausverwalter werden.,M,N,,,,,
"After receiving a Rosenwald Fund scholarship, she went on to study librarianship at the University of Michigan, earning a second bachelor's degree in 1931 and a Master of Library Science degree in 1932. <sep> ","From 1918 to 1923, Dunlap was an instructor at Wilberforce University.",F,Dunlap war von 1918 bis 1923 Dozentin an der Wilberforce University.,Von 1918 bis 1923 war Dunlap Dozent an der Wilberforce University.,M,N,,,,,
"During this period, she was a Fulbright Scholar within the Energy and Resources Group. <sep> ","Ürge-Vorsatz also served as a teaching assistant in the UCLA Department of Physics.
",F,Ürge-Vorsatz war außerdem Dozentin an der UCLA am Fachbereich Physik.,"Ürge-Vorsatz war auch als Lehrassistent am UCLA Department of Physics tätig.
",M,N,,,,,
"In her fictionalized account of Murasaki's life, The Tale of Murasaki: A Novel, Liza Dalby has Murasaki involved in a romance during her travels with her father to Echizen Province. <sep> ",McCullough writes that Murasaki is both the quintessential representative of a unique society and a writer who speaks to universal human concerns with a timeless voice.,F,"McCullough schreibt, dass Murasaki sowohl die Verkörperung einer einzigartigen Gesellschaft ist, als auch eine Schriftstellerin, die mit zeitloser Stimme über universelle menschliche Anliegen spricht.","McCullough schreibt, Murasaki sei sowohl der Inbegriff einer einzigartigen Gesellschaft als auch ein Schriftsteller, der mit einer zeitlosen Stimme universelle menschliche Anliegen anspricht.",M,N,,,,,
She was replaced by entertainer Charytín Goyco during the season finale. <sep> ,Goyco had already served as guest host and judge during several episodes of the show.,F,Goyco trat bereits in mehreren Folgen der Sendung als Gastmoderatorin und Jurorin auf.,Goyco war bereits in mehreren Episoden der Sendung als Gastmoderator und Juror tätig.,M,N,,,,,
"She is best known for her still lives and landscapes, painted alla prima (in one sitting), in an energized, loose, wet-into-wet style. <sep> ","As a plein aire landscape painter, Lafuente's primary areas of focus are cityscapes and seascapes.",F,Als Freilicht-Landschaftsmalerin liegt der Fokus bei Lafuente vor allem auf Stadt- und Meereslandschaften.,Als Plein-Air-Landschaftsmaler konzentriert sich Lafuente vor allem auf Stadt- und Meereslandschaften.,M,N,,,,,
She also served on the Board for the Girls' Reform School for District of Columbia. <sep> ,"Stowell was engaged as writer and editor in scientific work, contributing over 100 scientific papers to leading magazines and periodicals.",F,Stowell war als Autorin und Herausgeberin wissenschaftlich tätig und schrieb über 100 wissenschaftliche Texte für namenhafte Zeitschriften und Magazine.,Stowell war als Autor und Herausgeber wissenschaftlich tätig und verfasste über 100 wissenschaftliche Beiträge für führende Zeitschriften und Magazine.,M,N,,,,,
"She completed the candidata magisterii degree in physical science and mathematics in two years, graduating in 1920. <sep> ","Steffensen, the professor of actuarial science.",F,"Steffensen, Professorin für Versicherungswissenschaften.","Steffensen, der Professor für Versicherungsmathematik.",M,N,,,,,
When the assistant lies down on the couch the form is quickly moved on top of her while the cloth cover is being deployed with a flourish. <sep> ,The form is then raised while the assistant escapes through a trap in the couch or the couch is removed offstage by stagehands.,F,"Die Form wird dann angehoben, während die Assistentin durch eine Luke in der Couch verschwindet oder die Couch von der Bühne von Bühnenmitarbeitern entfernt wird.","Das Formular wird dann angehoben, während der Assistent durch eine Falle in der Liege entkommt oder die Liege von Bühnenarbeitern von der Bühne entfernt wird.",M,N,,,,,
She identifies herself as a Hindu. <sep> ,Banerjee is a self-taught painter and a poet.,F,Banerjee ist autodidaktische Malerin und Dichterin.,Banerjee ist ein autodidaktischer Maler und Dichter.,M,N,,,,,
She won the 2005 People Opposing Women Abuse Poetry Competition and has been awarded the 2006 Ernst van Heerden Creative Writing Award for her flash fiction. <sep> ,Jobson is the poetry editor at the online magazine Mad Hatters' Review.,F,Jobson ist Redakteurin für Lyrik bei dem Online-Magazin Mad Hatters' Review.,Jobson ist Lyrikredakteur bei der Online-Zeitschrift Mad Hatters' Review.,M,N,,,,,
The assistant's head and hands are seen sticking out of one section and her feet out of the other. <sep> ,The box is then pushed together again and opened and the assistant emerges unharmed.,F,Die Kiste wird später wieder zusammengeschoben und geöffnet und die Assistentin bleibt unversehrt.,"Dann wird die Kiste wieder zusammengeschoben und geöffnet, und der Assistent kommt unversehrt heraus.",M,N,,,,,
"After she won the award, her marriage ended in divorce. <sep> ",Since 2005 Nakazawa has been a professor of literature at Hosei University.,F,Nakazawa ist seit 2005 Professorin für Literatur an der Hosei-Universität.,Seit 2005 ist Nakazawa Professor für Literatur an der Hosei-Universität.,M,N,,,,,
In 1978 she went to Prague for four weeks to work with the protistologist Jiří Popovský. <sep> ,Pfiester was an associate editor for the Journal of Phycology from 1980 to 1988.,F,Pfiester war von 1980 bis 1988 Mitherausgeberin des Journals of Phycology.,Pfiester war von 1980 bis 1988 Mitherausgeber des Journal of Phycology.,M,N,,,,,
